RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
64,475,12,1,3,56,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,2207,8,13,3,4,12:00 PM,1:50:00 PM,110,2,,,2,,,,1,1,1,1,3,1,2,5,4,4,4,4,3,6,6,4,6,6,4,6,6,BLANK,101,,,,,4,4,6,4,4,4,0,,,4,6,,,2,,,,,5,3,5,4,2,,,,7,3,JUAREZ,,,MEXICO,13,4,2,2,1,1,2,2,1.0611394
65,2392,645,31,5,50,D,1,2,1,1,ALASKA,NEWARK,1174,7,43,2,4,5:30 AM,7:50:00 AM,140,2,,,2,,,,1,1,2,2,2,1,4,6,6,5,5,6,6,6,6,6,6,6,6,6,6,4,0,,,,,3,6,6,6,5,5,0,,,5,0,,,2,,,,,1,3,5,5,2,,,,7,1,LIVERMORE,CA,94551,US,1,5,2,0,2,1,1,1,1.1063322
66,2229,609,23,4,45,D,3,2,1,1,AMERICAN,LOS ANGELES,6025,8,34,1,4,3:30 PM,5:40:00 PM,130,2,,,4,,,,1,2,2,1,1,1,4,4,6,6,4,6,6,6,6,4,6,6,6,6,6,3,102,,,,,3,6,6,6,3,3,0,,,5,0,,,2,,,,,5,4,4,2,2,,,,7,3,FRANKFURT,,,GERMANY,15,5,1,0,1,2,2,1,1.0611394
67,1305,540,18,6,94,G,3,3,1,1,AIR CANADA,CALGARY,8590,3,10,4,2,11:30 AM,6:55:00 PM,445,2,,,5,,,,1,2,1,2,2,1,2,5,3,2,3,3,4,6,6,6,6,6,6,6,6,5,73,5,78,61,,5,6,6,5,4,4,0,,,5,8,,,2,,,,,6,5,5,3,2,,,,7,3,SYDNEY,,,AUSTRALIA,19,4,1,4,2,2,2,1,0.3461202
68,200,41,3,5,23,B,1,1,1,1,SOUTHWEST,LAS VEGAS,1494,28,31,1,4,8:30 AM,10:45:00 AM,135,2,,,5,,,,1,2,1,1,1,2,1,2,3,2,4,4,3,4,4,5,6,6,6,6,6,3,0,,,,,5,6,6,4,4,4,0,,,4,0,,,2,,,,,5,5,4,5,2,,,,7,3,LONDON,,,UNITED KINGDOM,15,3,2,0,3,2,2,1,0.9942748
69,351,25,2,4,5,A,1,3,1,1,AVIANCA,SAN SALVADOR,565,10,59,5,1,4:45 AM,6:55:00 AM,130,2,,,2,,,,1,2,2,2,1,2,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,BLANK,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,1,5,5,5,2,,,,7,1,OAKLAND,CA,94660,US,1,7,2,0,2,2,1,2,0.6704842
70,854,527,16,4,94,G,3,3,1,1,WOW,REYKJAVIK,162,33,54,6,1,3:30 PM,6:55:00 PM,205,2,,,3,,,,1,2,1,1,1,1,2,4,2,3,3,4,3,2,2,5,6,6,5,6,6,4,101,,,,,5,4,6,4,6,4,0,,,5,1,,,4,,,,,11,6,3,3,2,,,,7,3,MERCER ISLAND,WA,98040,US,10,2,1,0,2,2,2,1,0.6088813
71,869,530,16,4,98,G,3,3,1,1,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,7:15 PM,9:40:00 PM,145,2,,,3,,,,2,2,1,1,3,1,3,5,4,3,3,5,4,6,6,5,6,6,6,6,6,4,0,,,,,4,6,6,5,4,4,0,,,5,1,,,4,,,,,11,6,5,6,2,,,,7,3,PORTLAND,OR,97202,US,10,4,2,3,2,2,2,1,0.6704842
72,866,530,16,4,98,G,3,3,1,1,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,12:00 PM,9:40:00 PM,580,2,,,3,,,,2,1,1,1,1,2,1,5,4,4,5,5,5,6,5,5,6,6,6,6,6,5,1,,,,,5,6,6,5,4,5,0,,,5,5,,,4,,,,,11,6,5,6,2,,,,7,3,BANGOR,PA,18013,US,12,5,1,4,1,2,2,1,0.6704842
73,372,29,2,4,9,A,1,3,1,1,INTERJET,GUADALAJARA,821,21,22,4,2,9:00 AM,10:45:00 AM,105,3,,,2,,,,1,2,2,2,4,1,3,4,4,4,4,5,4,6,6,6,6,6,6,6,6,4,51,,,,,5,6,6,6,5,4,0,,,5,1,,,1,5,2,,,1,0,4,4,2,,,,7,1,EMERYVILLE,CA,94608,US,1,3,2,2,2,1,1,2,3.8875283
74,472,12,1,3,56,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,2207,8,13,3,4,11:15 AM,1:50:00 PM,155,3,,,5,,,,1,2,2,3,1,2,1,6,6,6,4,4,6,6,6,6,6,6,6,6,6,4,4,,,,,3,6,6,6,4,4,0,,,5,4,,,2,,,,,5,4,5,5,2,,,,7,3,,,,,99,0,2,0,2,2,2,1,1.0611394
75,1544,514,15,3,54,D,3,2,1,1,ALASKA,PORTLAND,2864,7,50,1,2,5:00 PM,6:34:00 PM,94,3,,,9,,,,2,1,2,2,1,1,4,6,6,3,4,4,4,6,6,6,2,6,5,6,4,BLANK,71,,,,,5,5,5,6,5,5,0,,,5,4,,,2,,,,,7,4,5,5,2,,,,7,3,PORTLAND,OR,97219,US,10,5,1,4,2,1,1,1,1.1063322
76,1501,518,15,3,52,D,3,2,1,1,ALASKA,RALEIGH-DURHAM,1106,7,53,2,2,8:00 PM,10:40:00 PM,160,3,,,9,,,,1,2,1,2,1,1,3,3,4,6,4,4,5,4,6,6,4,6,4,6,4,4,52,74,59,64,,3,3,2,4,4,4,0,,,5,2,,,1,5,1,,,6,5,5,5,2,,,,7,3,APEX,NC,27539,US,12,7,1,2,2,2,2,1,1.1063322
77,867,530,16,4,98,G,3,3,1,1,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,6:30 PM,9:40:00 PM,190,3,,,6,,,,1,1,2,1,1,2,1,6,3,6,5,5,5,6,6,5,6,6,6,6,6,5,53,803,,,,4,6,6,4,6,4,0,,,5,3,1,,1,4,1,,,1,5,5,5,2,,,,7,3,MELBOURNE,,,AUSTRALIA,19,7,2,2,2,2,2,1,0.6704842
78,333,19,2,4,47,C,1,2,1,1,ALASKA,LOS ANGELES,1930,7,34,1,4,6:00 AM,7:50:00 AM,110,3,,,2,,,,1,2,2,2,3,1,4,3,3,3,4,3,4,6,6,2,3,3,6,6,6,4,11,,,,,3,3,6,3,3,3,4,,,4,6,,,1,5,1,,,6,5,5,5,2,,,,7,1,REDWOOD CITY,CA,94062,US,6,6,2,2,1,1,1,1,1.1063322
79,1393,525,15,3,28,B,3,2,1,1,SOUTHWEST,LAS VEGAS,1201,28,31,1,4,8:25 PM,9:45:00 PM,80,3,,,2,,,,2,2,2,2,1,2,1,6,3,3,4,4,4,6,6,4,4,6,3,6,6,4,102,,,,,4,5,6,3,4,4,0,,,4,5,,,2,,,,,7,5,5,5,2,,,,7,3,LAS VEGAS,NV,89123,US,10,3,1,1,2,2,2,1,0.9942748
80,1302,540,18,6,94,G,3,3,1,1,AIR CANADA,CALGARY,8590,3,10,4,2,2:00 PM,6:55:00 PM,295,5,,,8,,,,2,1,2,1,2,1,4,6,4,4,3,4,4,6,6,4,6,6,6,6,6,4,16,102,14,,,4,6,6,2,3,4,0,,,4,16,,,1,4,7,1,,6,4,3,4,2,,,,7,3,VANCOUVER,,,CANADA,13,4,1,3,2,2,2,1,0.3461202
81,451,9,1,3,57,D,2,1,1,1,AMERICAN,NEW YORK-JFK,12,8,42,2,4,8:30 AM,11:25:00 AM,175,1,,,5,,,,1,2,1,2,3,1,2,6,4,4,4,4,4,6,6,3,4,6,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,3,12,,,1,5,1,,,5,3,5,4,0,,,,8,1,SAN FRANCISCO,CA,94133,US,5,4,2,4,2,2,2,1,1.0611394
82,889,531,16,4,102,G,3,3,1,1,UNITED INTL,SYDNEY,863,31,67,9,4,8:00 PM,10:35:00 PM,155,3,,,3,,,,2,1,1,2,1,2,1,4,3,3,2,4,4,6,6,6,6,6,6,6,6,4,61,56,993,,,5,6,6,4,4,5,0,,,5,20,,,4,,,,,11,6,3,6,1,5,,,8,3,NEWCASTLE,,,AUSTRALIA,19,5,1,3,2,2,2,1,1.4869248
83,562,626,29,3,88,F,2,1,1,1,UNITED,"WASHINGTON,DC-DULLES",727,30,72,2,2,9:00 AM,12:20:00 PM,200,2,,,9,,,,1,2,1,2,1,1,3,4,4,6,4,3,4,4,4,6,4,6,4,6,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,5,0,,,5,5,4,5,1,23,,,8,3,CORNELIUS,NC,28031,US,12,6,1,3,2,2,2,1,1.4869248
84,2745,68,5,7,83,F,2,1,1,1,UNITED,NEWARK,535,30,43,2,4,8:40 AM,11:30:00 AM,170,3,,,6,15,,,2,2,2,2,3,1,2,4,6,0,4,3,4,3,6,4,3,6,4,6,6,4,202,52,54,,,5,5,6,4,4,4,0,,,5,16,,,2,,,,,7,4,3,3,1,31,,,8,1,PALO ALTO,CA,94306,US,7,7,2,2,2,2,2,1,1.4869248
85,2142,182,18,6,101,G,2,3,1,1,LUFTHANSA,FRANKFURT,455,24,20,6,4,12:30 PM,3:00:00 PM,150,3,,,2,,,,1,2,2,1,1,1,2,4,6,6,4,5,4,6,6,4,6,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,4,3,,,2,,,,,1,5,4,3,1,31,,,8,3,MINDEN,,,GERMANY,15,6,2,1,2,2,2,1,0.3607733
86,1691,553,21,2,97,G,3,3,1,1,UNITED INTL,LONDON HEATHROW,930,31,32,6,4,5:00 PM,7:35:00 PM,155,1,,,2,,,,1,2,2,1,5,1,4,4,3,3,4,4,4,6,6,3,6,6,6,6,6,4,202,,,,,4,6,6,4,4,4,0,,,4,0,,,1,1,12,7,,3,4,5,1,1,32,,,8,1,SAUSALITO,CA,94965,US,3,5,2,4,1,2,2,1,1.4869248
87,2573,53,3,5,88,F,3,2,1,1,UNITED,BURBANK,1586,30,9,1,1,4:00 PM,6:10:00 PM,130,2,,,9,,,,1,2,2,1,1,2,1,4,3,3,5,5,5,6,6,5,4,6,5,6,5,5,31,,,,,5,4,5,6,3,4,0,,,5,16,,,2,,,,,5,5,5,5,1,51,,,8,3,NASHUA,NH,3063,US,12,5,1,2,2,2,2,1,1.4869248
88,1283,92,10,5,42,C,1,2,1,1,DELTA,MINNEAPOLIS-ST. PAUL,1581,16,38,3,4,6:00 AM,7:45:00 AM,105,0,,,6,,,,1,1,2,2,1,1,2,6,2,2,3,4,4,6,6,6,6,6,4,6,6,4,104,,,,,4,4,6,4,4,4,0,,,5,5,,,2,,,,,1,5,4,4,2,,,,8,1,LIVERMORE,CA,94551,US,1,4,1,0,2,2,1,1,1.1789461
89,201,39,3,5,24,B,1,1,1,1,SOUTHWEST,PHOENIX,1860,28,49,1,4,6:00 AM,8:45:00 AM,165,1,5,,14,,,,1,2,1,2,1,2,1,6,4,4,0,5,5,5,6,6,4,6,6,6,6,4,18,,,,,4,6,6,6,6,4,0,,,4,22,,,1,5,2,,,5,5,5,5,2,,,,8,3,COLUMBUS,NE,68601,US,11,6,2,4,2,2,2,1,0.9942748
90,314,24,2,4,46,C,2,1,1,1,DELTA,ATLANTA,1680,16,2,2,4,10:45 AM,12:30:00 PM,105,1,,,5,,,,1,1,1,2,2,2,1,3,2,4,3,4,3,3,3,6,6,6,6,6,6,3,102,151,993,,,4,6,6,3,4,4,0,,,4,2,,,2,,,,,5,0,4,4,2,,,,8,3,POWDER SPRINGS,GA,30127,US,12,4,1,2,2,2,2,1,1.1789461
91,2754,67,5,7,73,F,1,1,1,1,UNITED,BAKERSFIELD,5916,30,5,1,1,8:00 AM,10:28:00 AM,148,1,,,3,,,,2,1,2,2,3,1,2,4,6,3,4,3,4,6,4,6,6,6,6,6,6,4,6,5,103,,,5,6,6,6,5,5,0,,,4,2,4,,2,,,,,11,0,5,6,2,,,,8,2,LAKE ISABELLA,CA,93240,US,10,4,1,4,2,2,2,1,1.4869248
92,1500,518,15,3,52,D,3,2,1,1,ALASKA,RALEIGH-DURHAM,1106,7,53,2,2,8:00 PM,10:40:00 PM,160,1,,,12,,,,2,2,2,2,2,1,3,6,6,6,5,5,5,5,6,6,6,6,6,6,3,4,0,,,,,4,6,4,6,3,4,0,,,5,2,,,1,0,0,,,9,3,5,3,2,,,,8,3,LEWISVILLE,NC,27023,US,12,5,2,3,2,2,2,1,1.1063322
93,2400,644,31,5,54,D,1,2,1,1,ALASKA,SEATTLE,313,7,62,1,4,6:00 AM,7:15:00 AM,75,1,,,2,,,,1,2,2,2,3,0,4,4,5,4,4,4,5,6,6,6,6,6,6,6,6,4,0,,,,,4,6,6,6,5,4,0,,,5,0,,,1,5,0,,,6,3,4,4,2,,,,8,1,REDWOOD CITY,CA,94065,US,6,0,1,0,1,1,1,1,1.1063322
94,450,9,1,3,57,D,2,1,1,1,AMERICAN,NEW YORK-JFK,12,8,42,2,4,9:15 AM,11:25:00 AM,130,1,,,2,,,,2,2,1,1,4,1,2,6,4,6,4,4,4,6,6,4,6,6,6,6,6,4,10,,,,,3,6,0,4,3,4,0,,,5,1,,,2,,,,,4,3,4,4,2,,,,8,1,NAPA,CA,94558,US,4,7,1,2,2,2,2,1,1.0611394
95,384,17,2,4,22,B,1,2,1,1,FRONTIER,DENVER,670,19,14,1,4,6:00 PM,12:59:00 AM,419,1,,,1,,,2,1,1,2,1,1,2,1,3,6,4,5,6,4,6,6,4,4,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,6,,,2,,,,,7,3,5,5,2,,,,8,3,SHENZEHEN,,,CHINA,16,3,1,2,2,2,2,1,0.2080380
96,2531,58,3,5,71,F,3,2,1,1,UNITED,NASHVILLE,2060,30,40,3,2,9:20 PM,10:40:00 PM,80,1,,,3,,,,2,2,2,1,1,2,1,3,3,3,4,3,4,6,6,3,6,6,6,6,6,5,14,,,,,5,6,6,3,4,4,0,,,5,4,,,4,,,,,11,3,3,6,2,,,,8,3,POWAY,CA,92064,US,10,3,1,4,2,2,2,1,1.4869248
97,1371,544,18,6,92,G,3,3,1,1,AIR CANADA,TORONTO,754,3,70,4,4,5:00 PM,10:30:00 PM,330,1,,,9,,,,1,1,1,1,2,1,2,3,2,3,4,5,5,6,6,5,4,6,5,6,4,4,31,14,104,,,5,5,5,4,5,5,0,,,5,4,,,1,5,21,,,6,4,5,5,2,,,,8,3,TORONTO,,,CANADA,13,6,2,2,2,2,2,1,0.3461202
98,320,23,2,4,42,C,2,1,1,1,DELTA,DETROIT,745,16,16,3,3,9:30 AM,11:35:00 AM,125,1,,,11,,,,1,1,1,1,1,1,3,3,1,2,5,6,5,5,5,5,6,6,6,6,6,4,102,,,,,5,6,6,5,5,5,0,,,5,3,,,1,3,0,,,5,4,5,5,2,,,,8,3,OSSEO,MN,55311,US,11,3,2,4,2,2,2,1,1.1789461
99,564,626,29,3,88,F,2,1,1,1,UNITED,"WASHINGTON,DC-DULLES",727,30,72,2,2,11:00 AM,12:20:00 PM,80,1,,,1,,,2,2,2,2,2,6,1,4,3,3,3,3,4,4,3,2,2,3,3,2,3,6,BLANK,75,102,31,14,,3,6,6,4,3,3,0,,,5,0,,,1,5,0,,,3,4,4,4,2,,,,8,1,SAUSALITO,CA,94965,US,3,6,1,1,2,2,2,1,1.4869248
100,237,904,2,4,72,F,2,2,1,1,UNITED,AUSTIN,1889,30,4,3,2,2:45 PM,4:45:00 PM,120,1,,,5,,,,2,2,2,1,5,1,4,4,4,3,4,4,4,4,4,4,4,3,5,2,2,4,74,75,,,,4,4,4,5,4,4,0,,,5,1,3,,2,,,,,6,4,5,4,2,,,,8,3,AUSTIN,TX,78731,US,11,3,1,4,2,1,1,1,1.4869248
101,330,21,2,4,41,C,1,1,1,1,DELTA,SALT LAKE CITY,3576,16,55,1,2,8:25 AM,10:05:00 AM,100,1,,,5,,,,2,2,1,1,1,2,1,6,6,6,3,6,6,6,6,4,4,6,6,6,6,4,52,,,,,2,6,6,6,4,2,0,,,3,4,,,2,,,,,5,4,4,5,2,,,,8,3,COLORADO SPRINGS,CO,80923,US,10,5,1,3,2,2,2,1,1.1789461
102,2576,53,3,5,88,F,3,2,1,1,UNITED,BURBANK,1586,30,9,1,1,4:30 PM,6:10:00 PM,100,1,,,3,,,,2,1,1,2,6,1,4,5,4,4,4,5,4,6,6,3,5,5,5,6,4,4,11,57,,,,4,4,4,4,4,4,0,,,5,16,,,2,,,,,11,4,5,6,2,,,,8,3,SOUTH PASADENA,CA,91030,US,10,5,1,4,1,1,1,1,1.4869248
103,434,14,1,3,26,B,3,2,1,1,SOUTHWEST,DENVER,5789,28,14,1,4,5:00 PM,9:20:00 PM,260,1,,,5,,,,2,2,1,1,3,1,3,6,3,6,4,4,5,4,4,5,6,6,4,6,6,4,5,,,,,4,3,6,3,3,3,0,,,5,4,,,1,4,1,,,6,5,5,5,2,,,,8,3,LITTLETON,CO,80120,US,10,6,1,4,2,1,2,1,0.9942748
104,1534,515,15,3,51,D,3,2,1,1,ALASKA,SEATTLE,1759,7,62,1,4,5:30 PM,7:25:00 PM,115,1,,,5,,,,2,1,1,2,3,1,3,4,4,3,5,4,4,6,6,3,4,6,4,6,2,3,74,,,,,5,5,6,5,4,5,0,,,5,4,,,1,3,15,,,6,5,5,5,2,,,,8,3,SEATTLE,WA,98101,US,10,4,2,4,2,1,1,1,1.1063322
105,2539,57,3,5,90,F,3,2,1,1,UNITED,BALTIMORE,1153,30,6,2,2,11:00 AM,9:44:00 PM,644,1,,,13,,,,1,2,1,1,1,2,1,6,3,3,4,4,4,6,6,5,6,6,6,6,6,4,31,14,804,,,4,6,6,4,5,4,0,,,5,1,16,,1,5,21,,,5,5,5,4,2,,,,8,3,STEWARTSTOWN,PA,17363,US,12,5,1,4,2,2,2,1,1.4869248
106,523,1,1,3,84,F,1,1,1,1,UNITED,ONTARIO (CALIF),5249,30,44,1,1,7:00 AM,8:35:00 AM,95,1,,,3,,,,2,2,1,2,4,1,4,5,4,3,4,4,4,2,3,3,3,3,4,4,6,4,11,14,153,54,16,5,5,6,4,5,5,0,,,4,0,,,2,,,,,11,5,5,6,2,,,,8,2,MCKINLEYVILLE,CA,95519,US,10,6,1,3,2,1,2,1,1.4869248
107,36,84,8,3,91,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,31,47,6,4,11:30 AM,2:45:00 PM,195,2,3,,3,,,,1,2,1,2,1,2,1,3,4,6,4,3,4,6,6,6,6,6,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,5,0,,,2,,,,,11,6,6,6,2,,,,8,3,SALEM,OR,97303,US,10,6,2,2,2,2,2,1,1.4869248
108,37,84,8,3,91,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,31,47,6,4,11:30 AM,2:45:00 PM,195,2,3,,3,,,,1,2,1,2,1,2,1,4,4,6,4,3,4,6,6,6,6,6,6,6,6,4,12,,,,,4,6,6,4,3,4,0,,,4,0,,,2,,,,,11,6,6,6,2,,,,8,3,SALEM,OR,97303,US,10,7,1,2,2,2,2,1,1.4869248
109,339,20,2,4,48,C,1,1,1,1,DELTA,LOS ANGELES,2678,16,34,1,4,7:30 AM,9:15:00 AM,105,2,,,11,,,,1,2,1,2,1,1,4,6,3,6,0,4,4,6,6,6,3,6,6,6,6,4,62,,,,,4,4,4,4,4,4,0,,,5,0,,,1,3,15,,,3,0,5,5,2,,,,8,3,CINCINNATI,OH,45202,US,11,7,1,0,2,2,2,1,1.1789461
110,182,43,3,5,98,G,1,3,1,1,AIR CANADA,TORONTO,758,3,70,4,4,5:00 AM,7:25:00 AM,145,2,,,3,,,,1,2,2,1,2,1,4,4,6,4,5,6,4,6,5,4,6,6,6,6,6,4,0,,,,,5,6,6,6,5,4,0,,,5,22,,,2,,,,,7,0,5,5,2,,,,8,1,CUPERTINO,CA,95014,US,7,0,2,0,2,1,1,1,0.3461202
111,1721,205,20,1,7,A,3,3,1,1,WOW,REYKJAVIK,162,33,54,6,1,4:00 PM,6:55:00 PM,175,2,,,2,,,,1,2,1,1,3,1,3,4,4,6,4,4,4,6,6,3,6,6,6,6,6,4,31,,,,,5,6,6,4,4,4,0,,,5,2,,,1,5,2,,,5,2,3,3,2,,,,8,1,SAN FRANCISCO,CA,94116,US,5,5,2,3,1,2,2,1,0.6088813
112,2550,55,3,5,73,F,3,2,1,1,UNITED,LOS ANGELES,1597,30,34,1,4,7:00 PM,8:10:00 PM,70,2,,,5,,,,2,1,2,1,4,1,3,4,2,3,5,5,5,6,6,5,4,6,4,6,6,4,105,101,,,,4,5,6,4,4,4,0,,,4,6,,,1,5,1,,,5,3,4,5,2,,,,8,1,SAN FRANCISCO,CA,94115,US,5,2,2,2,2,1,2,1,1.4869248
113,35,84,8,3,91,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,31,47,6,4,11:00 AM,2:45:00 PM,225,2,,,1,,,0,1,2,1,2,3,1,2,6,3,6,4,4,4,6,6,6,6,6,6,6,6,4,3,,,,,3,6,6,3,3,3,0,,,4,0,,,1,4,0,,,6,3,4,4,2,,,,8,1,SAN MATEO,CA,94401,US,6,7,2,1,1,2,2,3,1.4869248
114,455,8,1,3,45,D,1,1,1,1,AMERICAN,LOS ANGELES,6020,8,34,1,4,8:10 AM,10:10:00 AM,120,2,,,2,,,,2,2,2,1,3,1,2,6,6,6,5,5,5,6,6,4,6,6,6,6,6,5,102,,,,,3,6,6,6,2,3,0,,,5,1,,,2,,,,,3,3,4,4,2,,,,8,0,,,,,99,0,0,0,0,0,0,1,1.0611394
115,447,7,1,3,45,D,1,1,1,1,AMERICAN,PHOENIX,1917,8,49,1,4,7:00 AM,9:01:00 AM,121,2,,,2,,,,1,1,1,2,3,1,2,6,4,6,4,4,4,6,6,6,6,6,6,6,6,5,103,,,,,4,6,6,5,4,4,0,,,5,1,,,2,,,,,5,3,5,4,2,,,,8,3,GREENVILLE,NC,27834,US,12,3,1,2,2,1,3,1,1.0611394
116,2453,175,17,5,9,A,2,3,1,1,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,11:45 AM,3:05:00 PM,200,2,,,2,,,,1,1,1,2,3,1,4,5,3,4,4,4,4,6,6,6,3,6,5,6,6,3,102,31,22,,,4,4,6,4,3,4,0,,,4,16,,,1,4,20,,,1,4,4,3,2,,,,8,1,BERKELEY,CA,94707,US,1,6,2,0,2,2,1,1,0.2863575
117,750,535,16,4,4,A,3,3,1,1,AIR FRANCE/KLM,PARIS-DE GAULLE,85,5,47,6,4,3:00 PM,8:30:00 PM,330,2,,,3,,,,2,2,2,2,1,2,1,4,6,4,3,5,5,4,4,6,6,6,5,6,6,4,52,14,,,,4,4,6,6,5,5,0,,,5,1,,,2,,,,,11,4,3,3,2,,,,8,3,PARIS,,,FRANCE,15,3,1,1,2,2,2,1,0.2863575
118,223,903,2,4,65,E,2,2,1,1,UNITED,LOS ANGELES,750,30,34,1,4,1:00 PM,3:05:00 PM,125,2,,,6,,,,2,2,2,2,1,2,1,6,4,6,4,4,4,6,6,6,6,6,4,6,6,3,58,,,,,4,4,6,6,3,4,0,,,5,2,,,2,,,,,5,4,5,3,2,,,,8,3,SYDNEY,,,AUSTRALIA,19,4,1,2,2,2,2,1,1.4869248
119,751,535,16,4,4,A,3,3,1,1,AIR FRANCE/KLM,PARIS-DE GAULLE,85,5,47,6,4,5:00 PM,8:30:00 PM,210,2,,,9,,,,1,2,1,2,1,2,1,1,6,6,3,5,0,6,3,6,4,6,5,6,4,3,993,1,,,,4,4,5,6,6,4,0,,,5,3,,,2,,,,,17,4,4,5,2,,,,8,3,VERTEUIL,,,FRANCE,15,7,2,0,2,2,2,1,0.2863575
120,184,43,3,5,98,G,1,3,1,1,AIR CANADA,TORONTO,758,3,70,4,4,3:30 AM,7:25:00 AM,235,2,,,2,,,,2,2,1,2,1,2,1,5,3,6,5,4,5,6,6,6,5,6,6,6,6,4,22,,,,,4,6,6,5,4,4,0,,,4,11,,,2,,,,,21,4,5,5,2,,,,8,2,GROVELAND,CA,95321,US,10,3,2,0,2,2,2,1,0.3461202
121,165,45,3,5,102,G,1,3,1,1,AIR CANADA,VANCOUVER,8839,3,71,4,2,8:00 AM,9:45:00 AM,105,2,,,2,,,,1,1,2,2,4,1,4,4,3,3,4,4,3,6,4,4,4,2,3,3,6,4,102,,,,,4,3,6,3,3,3,0,,,5,1,,,1,5,1,,,6,5,4,4,2,,,,8,1,SAN CARLOS,CA,94070,US,6,6,1,0,2,1,2,1,0.3461202
122,1099,105,11,6,7,A,2,3,1,1,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,8:30 AM,1:05:00 PM,275,2,,,1,,,4,1,1,2,1,3,1,4,4,6,3,3,4,4,6,6,3,6,6,6,6,6,4,3,,,,,4,6,6,6,3,4,0,,,4,0,,,1,1,0,,,7,5,5,5,2,,,,8,1,LOS ALTOS,CA,94024,US,7,7,2,3,2,1,2,1,0.3191648
123,537,5,1,3,87,F,2,1,1,1,UNITED,CHICAGO-O'HARE,794,30,12,3,4,10:30 AM,12:10:00 PM,100,2,,,3,,,,2,1,1,2,2,1,1,6,3,4,5,5,5,6,6,6,6,6,6,6,6,4,110,106,,,,5,6,6,4,5,4,0,,,5,1,,,2,,,,,11,5,5,6,2,,,,8,3,ANTIGO,WI,54409,US,11,6,2,3,2,2,2,1,1.4869248
124,387,17,2,4,22,B,1,2,1,1,FRONTIER,DENVER,670,19,14,1,4,10:00 PM,12:59:00 AM,179,2,,,5,,,,2,2,2,2,3,1,4,4,4,3,4,4,4,3,3,4,4,4,5,6,6,4,208,201,,,,5,6,6,6,5,5,0,,,4,2,,,2,,,,,6,5,5,5,2,,,,8,1,MILLBRAE,CA,94030,US,6,5,2,0,2,1,1,1,0.2080380
125,208,38,3,5,28,B,1,2,1,1,SOUTHWEST,SANTA ANA,1566,28,60,1,2,5:30 AM,7:30:00 AM,120,2,,,1,,,3,1,2,1,2,1,2,1,6,3,6,4,4,5,5,5,6,2,1,6,5,6,4,75,78,,,,5,6,6,6,6,4,0,,,5,4,,,2,,,,,8,5,5,5,2,,,,8,1,VACAVILLE,CA,95687,US,8,3,2,1,2,2,2,1,0.9942748
126,2577,53,3,5,88,F,3,2,1,1,UNITED,BURBANK,1586,30,9,1,1,5:00 PM,6:10:00 PM,70,2,,,5,,,,2,2,2,2,3,1,1,4,3,4,4,4,4,4,4,6,4,6,4,3,6,4,6,,,,,3,3,6,4,3,4,0,,,5,4,,,2,,,,,6,5,4,4,2,,,,8,3,ENCINO,CA,91316,US,10,3,1,0,2,1,1,1,1.4869248
